transaction_hash,block_number,date,asset_id,seller,buyer,maker,taker,sale_price_eth,sale_price_usd,tokens_sold
0x8c4c98b130eb75607242f9adcbd8df656a46ea91208db816419396f41a68e58a,14371768,2022-03-12,1,0x33a107df65b0e7652e019f0e3a5cae235e56e972,0x6983151d75f63e7ede6ba4847068606a0d0090c8,0x33a107df65b0e7652e019f0e3a5cae235e56e972,0x6983151d75f63e7ede6ba4847068606a0d0090c8,0.062,158.89560591922984,1
0xb140ed89f7fbcb13da9d5419fc697abbfb2be982225f6e4ded753e84f320e03f,14371764,2022-03-12,1,0x1c2daf532804c0cd1ec272fe41446790064a86ce,0x747f73be15bae2214e504c9bcce63785a28f9afc,0x1c2daf532804c0cd1ec272fe41446790064a86ce,0x747f73be15bae2214e504c9bcce63785a28f9afc,0.06,153.7699412121579,1
0x8ba5e4cdd6dd5dc1c21e857842523e74434724bcc0098c6b2a6a22c5ab5ac23d,14371733,2022-03-12,1,0xbc470080af58f2a0391ebcb2a30ea4081732b5f7,0x4b83c3caf46c82a2c755242732a28fd296a9db4b,0xbc470080af58f2a0391ebcb2a30ea4081732b5f7,0x4b83c3caf46c82a2c755242732a28fd296a9db4b,0.061,156.33277356569386,1
0x04594a010868e8bd3c3c34c25a26374f5216e01272dc9f0558364700daf2de23,14371493,2022-03-12,1,0x4dc0c2ff28b4e4b138e2f9bc2bc22fbbea37efaa,0x36e1f340220392db45d739b6f2de96d3558da86a,0x4dc0c2ff28b4e4b138e2f9bc2bc22fbbea37efaa,0x36e1f340220392db45d739b6f2de96d3558da86a,0.0618,158.38303944852265,1
0xfa2c83c90fc4a355a4563add8f6045072b0e86c1f3a99c240db6b3140cf3af0d,14371405,2022-03-12,1,0xd4203e6ffc798765dea121d795b2a56684c1c738,0xfa6b3297cdf0ff9874200bc3001d6a9c353d7e46,0xd4203e6ffc798765dea121d795b2a56684c1c738,0xfa6b3297cdf0ff9874200bc3001d6a9c353d7e46,0.0618,158.38303944852265,1
0xfb13bf69972b23fe61177f40c9440ae940b9fb09279f5c7d79a887048a4dbebf,14371379,2022-03-12,1,0x39f94514fee5ae280daf31aebddc419b27c76caa,0x1c196edaff3268718cb66cf4ec964c33566fb821,0x39f94514fee5ae280daf31aebddc419b27c76caa,0x1c196edaff3268718cb66cf4ec964c33566fb821,0.0617,158.12675621316905,1
0x69f4c5e0f64c4739bba43ca8c37db0cfb8499255841b05cd6f53c4d7883aedc3,14371374,2022-03-12,1,0x6a0c7ed1c72c94c1e69491f469dbe2d290cf6864,0x277f42bd899b885f82ed578eeff758d79360a4d4,0x6a0c7ed1c72c94c1e69491f469dbe2d290cf6864,0x277f42bd899b885f82ed578eeff758d79360a4d4,0.059,151.20710885862192,1
0x778e257608cfc581b6c85424462e07f365840cdeebe3b3e372b1cfaa12531d52,14371366,2022-03-12,1,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,0xccb4b7f292234d3aae274fddde9fa5fb69ea1361,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,0xccb4b7f292234d3aae274fddde9fa5fb69ea1361,0.0615,157.61418974246183,1
0x8172eab6191dcd3c68c80a5dffb532806703d9d71e8e8fc34611a73db4db780a,14371363,2022-03-12,1,0x1de2980970f80a2a957e6fbd7362f9ee7dad2f9f,0x4a76971b3fc3162d4d88ffe7ef3f1caf42752b06,0x1de2980970f80a2a957e6fbd7362f9ee7dad2f9f,0x4a76971b3fc3162d4d88ffe7ef3f1caf42752b06,0.06,153.7699412121579,1
0xbe9d9263fc362195cea0846b828d449d7f6c338bcc33ac3c8e45f10f717de440,14371228,2022-03-12,1,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,0x991657d790093d4963654b025dbc4cae1cfbac0e,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,0x991657d790093d4963654b025dbc4cae1cfbac0e,0.0615,157.61418974246183,1
